loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,fico_range_low,fico_range_high,earliest_cr_line
7000.0,7000.0, 36 months,14.49,240.92,C,C4,7 years,RENT,130000.0,Source Verified,debt_consolidation,CA,13.83,0.0,1.0,17.0,0.0,14355.0,56.9,25.0,Individual,0.0,0.0,700.0,704.0,Apr-2003
7000.0,7000.0, 36 months,14.99,242.63,C,C5,10+ years,MORTGAGE,52000.0,Source Verified,credit_card,CA,11.43,0.0,0.0,14.0,0.0,16240.0,51.9,25.0,Individual,3.0,0.0,660.0,664.0,Oct-2003
35000.0,35000.0, 60 months,20.99,946.68,E,E4,3 years,RENT,80000.0,Verified,debt_consolidation,NY,19.8,0.0,1.0,8.0,0.0,30576.0,67.8,10.0,Individual,0.0,0.0,695.0,699.0,Jun-2005
20000.0,20000.0, 60 months,14.99,475.7,C,C5,5 years,RENT,55000.0,Source Verified,major_purchase,MD,14.66,0.0,0.0,8.0,0.0,33972.0,39.1,10.0,Individual,0.0,0.0,720.0,724.0,Jul-2000
9000.0,9000.0, 36 months,14.99,311.95,C,C5,5 years,MORTGAGE,38000.0,Not Verified,debt_consolidation,MI,13.46,0.0,2.0,6.0,0.0,6416.0,51.3,16.0,Individual,1.0,0.0,660.0,664.0,Jun-2007
10500.0,10500.0, 60 months,20.2,279.36,E,E3,5 years,RENT,59000.0,Source Verified,debt_consolidation,CA,16.46,0.0,1.0,10.0,1.0,7390.0,76.2,38.0,Individual,2.0,1.0,660.0,664.0,Mar-1994
20950.0,20950.0, 60 months,20.99,566.66,E,E4,10+ years,MORTGAGE,52460.0,Source Verified,other,PA,8.08,0.0,1.0,11.0,0.0,16843.0,60.6,31.0,Individual,8.0,0.0,700.0,704.0,Oct-1999
10000.0,10000.0, 36 months,8.67,316.47,B,B1,10+ years,MORTGAGE,90000.0,Not Verified,debt_consolidation,CA,18.23,4.0,0.0,11.0,0.0,4762.0,27.5,35.0,Individual,2.0,0.0,690.0,694.0,Jun-1994
11200.0,11200.0, 36 months,7.69,349.37,A,A4,4 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,IL,28.33,0.0,4.0,10.0,0.0,12058.0,63.1,25.0,Individual,0.0,0.0,715.0,719.0,Aug-2000
7175.0,7175.0, 36 months,18.54,261.35,E,E1,6 years,OWN,68040.0,Not Verified,house,PA,9.38,0.0,1.0,14.0,0.0,5617.0,60.4,20.0,Individual,0.0,0.0,675.0,679.0,Aug-2007
24000.0,24000.0, 36 months,14.99,831.86,C,C5,7 years,RENT,98000.0,Verified,debt_consolidation,CA,21.8,0.0,3.0,22.0,0.0,27307.0,90.1,36.0,Individual,0.0,0.0,695.0,699.0,Oct-1998
18000.0,18000.0, 36 months,9.17,573.83,B,B1,< 1 year,RENT,98000.0,Not Verified,credit_card,FL,9.25,0.0,0.0,12.0,0.0,31877.0,79.3,27.0,Individual,6.0,0.0,685.0,689.0,Oct-1994
10000.0,10000.0, 36 months,10.15,323.38,B,B2,6 years,MORTGAGE,34000.0,Not Verified,credit_card,FL,17.12,0.0,1.0,9.0,0.0,4441.0,29.6,20.0,Individual,1.0,0.0,710.0,714.0,May-1989
20000.0,20000.0, 36 months,12.99,673.79,C,C1,2 years,MORTGAGE,146300.0,Source Verified,other,IL,7.92,1.0,0.0,10.0,0.0,939.0,10.9,20.0,Individual,4.0,0.0,680.0,684.0,Feb-1999
12000.0,12000.0, 36 months,7.12,371.19,A,A3,10+ years,MORTGAGE,108000.0,Not Verified,debt_consolidation,AZ,6.87,0.0,0.0,11.0,0.0,15204.0,32.1,40.0,Individual,8.0,0.0,710.0,714.0,Apr-1996
12000.0,12000.0, 36 months,10.15,388.06,B,B2,10+ years,RENT,87677.41,Source Verified,credit_card,CA,11.59,0.0,0.0,7.0,1.0,5958.0,64.8,27.0,Individual,0.0,1.0,665.0,669.0,Nov-1998
10000.0,10000.0, 36 months,9.17,318.79,B,B1,1 year,MORTGAGE,75000.0,Not Verified,major_purchase,CA,28.32,0.0,0.0,10.0,0.0,8555.0,48.3,24.0,Individual,2.0,0.0,720.0,724.0,Oct-2002
21000.0,21000.0, 60 months,19.99,556.26,E,E3,6 years,RENT,69800.0,Verified,other,OH,26.32,0.0,0.0,11.0,0.0,4696.0,57.3,15.0,Individual,0.0,0.0,700.0,704.0,Aug-2003
25000.0,25000.0, 36 months,6.49,766.12,A,A2,< 1 year,RENT,185000.0,Verified,debt_consolidation,NY,5.62,0.0,0.0,5.0,0.0,3470.0,6.8,16.0,Individual,0.0,0.0,790.0,794.0,May-2004
20200.0,20200.0, 60 months,25.57,599.67,F,F5,10+ years,RENT,46000.0,Verified,debt_consolidation,GA,29.66,0.0,0.0,20.0,0.0,13787.0,40.7,44.0,Individual,2.0,0.0,710.0,714.0,Aug-1992
15000.0,15000.0, 36 months,12.39,501.02,C,C1,10+ years,RENT,56000.0,Verified,debt_consolidation,FL,20.19,1.0,0.0,19.0,0.0,14676.0,50.1,31.0,Individual,1.0,0.0,660.0,664.0,Dec-1993
15000.0,15000.0, 36 months,9.17,478.19,B,B1,7 years,RENT,49560.0,Not Verified,debt_consolidation,CA,21.55,0.0,0.0,12.0,0.0,16785.0,46.1,23.0,Individual,0.0,0.0,715.0,719.0,Jun-2003
16800.0,16800.0, 60 months,19.52,440.63,E,E2,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,LA,10.32,0.0,0.0,5.0,0.0,8740.0,97.1,29.0,Individual,2.0,0.0,675.0,679.0,Oct-2003
20000.0,20000.0, 36 months,9.17,637.58,B,B1,10+ years,MORTGAGE,67000.0,Source Verified,debt_consolidation,CO,31.02,1.0,0.0,23.0,0.0,12274.0,46.8,47.0,Individual,1.0,0.0,700.0,704.0,May-1999
9000.0,9000.0, 36 months,15.99,316.37,D,D2,6 years,RENT,45000.0,Source Verified,debt_consolidation,IL,22.32,0.0,2.0,10.0,0.0,6853.0,68.5,10.0,Individual,0.0,0.0,665.0,669.0,Aug-2010
5000.0,5000.0, 36 months,7.49,155.51,A,A4,6 years,RENT,93000.0,Source Verified,home_improvement,FL,15.43,0.0,0.0,13.0,1.0,3509.0,12.8,28.0,Individual,0.0,0.0,745.0,749.0,Apr-1995
5000.0,5000.0, 36 months,10.99,163.67,B,B3,10+ years,OWN,75000.0,Not Verified,home_improvement,TX,14.67,0.0,0.0,11.0,0.0,5016.0,42.9,20.0,Individual,1.0,0.0,715.0,719.0,Oct-1995
20000.0,20000.0, 36 months,16.29,706.01,D,D2,1 year,RENT,70000.0,Source Verified,house,FL,22.33,0.0,1.0,16.0,0.0,12310.0,29.4,66.0,Individual,1.0,0.0,765.0,769.0,Sep-2004
29500.0,29500.0, 36 months,10.49,958.69,B,B3,3 years,MORTGAGE,84000.0,Source Verified,debt_consolidation,MN,15.19,0.0,0.0,9.0,0.0,12743.0,39.6,26.0,Individual,2.0,0.0,670.0,674.0,Dec-1998
19500.0,19500.0, 36 months,8.67,617.11,B,B1,3 years,OWN,58600.0,Source Verified,debt_consolidation,NM,30.66,0.0,0.0,12.0,0.0,8621.0,46.1,27.0,Individual,2.0,0.0,685.0,689.0,Jul-1977
11250.0,11250.0, 36 months,10.15,363.8,B,B2,3 years,RENT,25000.0,Source Verified,credit_card,NY,17.28,0.0,0.0,8.0,0.0,12353.0,51.7,21.0,Individual,2.0,0.0,715.0,719.0,Jan-2000
12000.0,12000.0, 36 months,13.66,408.16,C,C3,10+ years,RENT,65000.0,Not Verified,debt_consolidation,CA,29.1,0.0,1.0,11.0,0.0,11687.0,69.6,28.0,Individual,5.0,0.0,680.0,684.0,Oct-2003
8000.0,8000.0, 36 months,8.67,253.18,B,B1,6 years,MORTGAGE,31616.0,Not Verified,debt_consolidation,MA,11.28,1.0,0.0,13.0,0.0,7769.0,47.4,26.0,Individual,1.0,0.0,665.0,669.0,Aug-2000
6000.0,6000.0, 36 months,8.39,189.1,A,A5,6 years,MORTGAGE,42000.0,Source Verified,credit_card,GA,24.29,2.0,1.0,13.0,3.0,4369.0,41.6,36.0,Individual,2.0,0.0,680.0,684.0,Oct-1996
9000.0,9000.0, 36 months,7.12,278.39,A,A3,< 1 year,OWN,120000.0,Not Verified,credit_card,NJ,5.97,1.0,0.0,14.0,0.0,27668.0,52.8,28.0,Individual,2.0,0.0,705.0,709.0,Apr-2001
1500.0,1500.0, 36 months,13.98,51.26,C,C3,1 year,RENT,39000.0,Not Verified,debt_consolidation,WI,15.02,0.0,1.0,5.0,0.0,4419.0,86.6,27.0,Individual,0.0,0.0,665.0,669.0,Oct-2008
5000.0,5000.0, 36 months,6.49,153.23,A,A2,5 years,RENT,89000.0,Source Verified,debt_consolidation,CA,11.58,1.0,1.0,10.0,0.0,23213.0,56.1,29.0,Individual,5.0,0.0,670.0,674.0,Dec-2002
7200.0,7200.0, 36 months,16.29,254.17,D,D2,9 years,RENT,63024.0,Verified,debt_consolidation,CA,7.92,0.0,1.0,8.0,0.0,3709.0,32.0,10.0,Individual,0.0,0.0,735.0,739.0,Sep-2000
28000.0,28000.0, 36 months,6.99,864.44,A,A3,2 years,RENT,100000.0,Source Verified,credit_card,VA,25.53,0.0,0.0,16.0,0.0,41235.0,51.2,31.0,Individual,4.0,0.0,715.0,719.0,Oct-1990
3000.0,3000.0, 36 months,8.19,94.28,A,A5,10+ years,MORTGAGE,34000.0,Not Verified,debt_consolidation,MO,12.56,0.0,0.0,8.0,2.0,618.0,9.7,26.0,Individual,1.0,2.0,675.0,679.0,Nov-2001
3875.0,3875.0, 36 months,15.59,135.46,D,D1,10+ years,MORTGAGE,50000.0,Not Verified,debt_consolidation,NY,11.07,0.0,0.0,4.0,0.0,778.0,11.4,7.0,Individual,3.0,0.0,715.0,719.0,Feb-2002
35000.0,35000.0, 36 months,9.17,1115.77,B,B1,2 years,MORTGAGE,125000.0,Verified,debt_consolidation,WI,13.66,0.0,0.0,13.0,0.0,36518.0,56.1,28.0,Individual,3.0,0.0,700.0,704.0,Aug-1995
6000.0,6000.0, 36 months,8.19,188.55,A,A5,3 years,MORTGAGE,70000.0,Not Verified,debt_consolidation,IL,14.61,0.0,1.0,12.0,0.0,13000.0,37.6,20.0,Individual,2.0,0.0,740.0,744.0,Jan-2005
35000.0,35000.0, 36 months,16.49,1238.98,D,D3,3 years,MORTGAGE,85000.0,Verified,other,TX,12.97,0.0,1.0,11.0,0.0,25036.0,70.5,50.0,Individual,9.0,0.0,665.0,669.0,Oct-1986
5000.0,5000.0, 36 months,12.99,168.45,C,C2,10+ years,RENT,50000.0,Verified,other,IN,11.87,0.0,1.0,13.0,0.0,12073.0,38.3,18.0,Individual,0.0,0.0,675.0,679.0,Mar-2005
28000.0,28000.0, 36 months,10.49,909.94,B,B3,1 year,MORTGAGE,117000.0,Source Verified,debt_consolidation,VA,29.7,0.0,0.0,10.0,0.0,40973.0,97.1,35.0,Individual,5.0,0.0,690.0,694.0,Mar-1995
24125.0,24125.0, 36 months,10.99,789.71,B,B3,8 years,RENT,84000.0,Verified,debt_consolidation,IL,19.94,0.0,2.0,17.0,1.0,20056.0,56.3,39.0,Individual,3.0,1.0,675.0,679.0,Jan-2002
11100.0,11100.0, 36 months,14.99,384.74,C,C5,10+ years,RENT,80000.0,Source Verified,debt_consolidation,TX,11.52,0.0,1.0,6.0,1.0,6396.0,78.0,13.0,Individual,0.0,0.0,675.0,679.0,Sep-1996
6500.0,6500.0, 36 months,6.49,199.19,A,A2,10+ years,MORTGAGE,43257.6,Not Verified,credit_card,MO,3.77,0.0,2.0,7.0,1.0,5026.0,38.4,32.0,Individual,6.0,1.0,660.0,664.0,May-1994
10000.0,10000.0, 36 months,13.35,338.63,C,C2,7 years,MORTGAGE,30000.0,Source Verified,credit_card,MD,16.36,0.0,0.0,10.0,0.0,12635.0,74.8,13.0,Individual,2.0,0.0,660.0,664.0,Feb-2005
5000.0,5000.0, 36 months,13.66,170.07,C,C3,1 year,RENT,31200.0,Source Verified,debt_consolidation,IN,26.12,0.0,0.0,9.0,1.0,2524.0,23.8,21.0,Individual,2.0,1.0,660.0,664.0,Oct-1995
11300.0,11300.0, 36 months,8.39,356.14,A,A5,10+ years,RENT,67000.0,Verified,debt_consolidation,FL,23.5,0.0,0.0,24.0,0.0,8455.0,19.9,105.0,Individual,0.0,0.0,675.0,679.0,Mar-2003
20825.0,20825.0, 60 months,14.49,489.87,C,C4,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,FL,27.43,0.0,0.0,15.0,0.0,18011.0,85.4,54.0,Individual,4.0,0.0,690.0,694.0,Sep-1996
13500.0,13500.0, 36 months,16.99,481.25,D,D3,10+ years,RENT,65000.0,Source Verified,home_improvement,FL,25.65,1.0,0.0,21.0,0.0,12506.0,25.9,39.0,Individual,1.0,0.0,665.0,669.0,Jun-1976
27150.0,27150.0, 60 months,23.43,772.1,F,F1,10+ years,MORTGAGE,85000.0,Source Verified,credit_card,NH,15.85,0.0,0.0,11.0,0.0,25352.0,92.9,32.0,Individual,1.0,0.0,670.0,674.0,Mar-1998
3000.0,3000.0, 36 months,10.15,97.02,B,B2,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,TX,20.52,0.0,0.0,13.0,1.0,1756.0,35.8,25.0,Individual,1.0,1.0,660.0,664.0,Sep-2001
25000.0,25000.0, 60 months,14.49,588.08,C,C4,3 years,MORTGAGE,146000.0,Source Verified,credit_card,NJ,15.77,0.0,0.0,16.0,0.0,20750.0,89.4,44.0,Individual,9.0,0.0,670.0,674.0,Aug-1984
5600.0,5600.0, 36 months,13.35,189.64,C,C2,5 years,RENT,30000.0,Source Verified,debt_consolidation,CA,26.56,0.0,0.0,8.0,0.0,3708.0,71.3,14.0,Individual,0.0,0.0,660.0,664.0,May-2006
4000.0,4000.0, 36 months,11.67,132.23,B,B4,5 years,RENT,30000.0,Not Verified,debt_consolidation,IL,29.6,0.0,1.0,4.0,0.0,1826.0,53.7,12.0,Individual,0.0,0.0,675.0,679.0,May-2004
14400.0,14400.0, 36 months,7.12,445.43,A,A3,,MORTGAGE,65000.0,Verified,debt_consolidation,PA,14.38,0.0,2.0,15.0,1.0,6018.0,34.4,44.0,Individual,3.0,1.0,675.0,679.0,Dec-1990
6600.0,6600.0, 36 months,13.35,223.5,C,C2,10+ years,RENT,47000.0,Not Verified,credit_card,TN,31.77,0.0,2.0,15.0,0.0,8551.0,51.2,31.0,Individual,0.0,0.0,660.0,664.0,Jul-2002
15000.0,15000.0, 36 months,6.49,459.67,A,A2,6 years,MORTGAGE,125000.0,Not Verified,credit_card,CA,14.41,0.0,1.0,10.0,0.0,34333.0,45.8,23.0,Individual,2.0,0.0,795.0,799.0,Dec-1984
25000.0,25000.0, 36 months,12.99,842.23,C,C2,3 years,RENT,85000.0,Source Verified,credit_card,NY,18.94,1.0,0.0,15.0,0.0,27676.0,50.5,32.0,Individual,0.0,0.0,675.0,679.0,Feb-1965
9000.0,9000.0, 36 months,16.29,317.71,D,D2,4 years,RENT,25000.0,Not Verified,debt_consolidation,CA,16.87,0.0,0.0,17.0,0.0,8501.0,28.8,24.0,Individual,0.0,0.0,670.0,674.0,Apr-1997
23000.0,23000.0, 36 months,10.99,752.89,B,B3,3 years,MORTGAGE,50000.0,Verified,debt_consolidation,LA,17.64,0.0,1.0,15.0,0.0,29653.0,59.5,39.0,Individual,1.0,0.0,700.0,704.0,Sep-1973
19200.0,19200.0, 36 months,14.31,659.11,C,C4,10+ years,RENT,72000.0,Not Verified,debt_consolidation,GA,12.77,1.0,1.0,18.0,0.0,29673.0,64.5,29.0,Individual,1.0,0.0,670.0,674.0,Nov-1990
13300.0,13300.0, 36 months,10.49,432.22,B,B3,10+ years,MORTGAGE,58000.0,Source Verified,debt_consolidation,NY,23.98,0.0,0.0,8.0,0.0,12716.0,64.9,18.0,Individual,3.0,0.0,720.0,724.0,Aug-2000
10000.0,10000.0, 36 months,12.39,334.01,C,C1,8 years,RENT,55000.0,Not Verified,debt_consolidation,MA,10.47,0.0,1.0,6.0,0.0,4318.0,56.8,9.0,Individual,0.0,0.0,660.0,664.0,Nov-2001
15000.0,15000.0, 36 months,10.99,491.01,B,B3,3 years,RENT,125000.0,Source Verified,debt_consolidation,FL,10.92,0.0,0.0,11.0,0.0,19526.0,74.2,15.0,Individual,0.0,0.0,660.0,664.0,Oct-1997
5000.0,5000.0, 36 months,7.69,155.97,A,A4,10+ years,RENT,78984.0,Source Verified,debt_consolidation,CO,11.64,0.0,0.0,4.0,1.0,9654.0,98.5,26.0,Individual,1.0,1.0,670.0,674.0,Dec-1991
15000.0,15000.0, 60 months,14.99,356.78,C,C5,,RENT,82860.0,Verified,credit_card,FL,39.41,0.0,0.0,22.0,0.0,19485.0,95.0,39.0,Individual,1.0,0.0,680.0,684.0,Jul-1996
7925.0,7925.0, 36 months,10.49,257.55,B,B3,5 years,OWN,45000.0,Not Verified,debt_consolidation,NJ,15.41,0.0,0.0,9.0,0.0,12843.0,54.2,12.0,Individual,1.0,0.0,705.0,709.0,Sep-2007
20000.0,20000.0, 60 months,13.98,465.16,C,C3,10+ years,MORTGAGE,86000.0,Source Verified,debt_consolidation,CA,23.77,0.0,0.0,17.0,0.0,49065.0,63.0,22.0,Individual,1.0,0.0,700.0,704.0,Feb-1995
10475.0,10475.0, 36 months,18.24,379.96,D,D5,5 years,RENT,31000.0,Source Verified,other,CA,18.72,0.0,0.0,7.0,0.0,10487.0,65.5,8.0,Individual,0.0,0.0,680.0,684.0,Oct-2007
12000.0,12000.0, 36 months,6.49,367.74,A,A2,10+ years,MORTGAGE,113000.0,Not Verified,debt_consolidation,NJ,16.77,1.0,1.0,23.0,0.0,25489.0,45.4,51.0,Individual,3.0,0.0,700.0,704.0,Feb-1980
33550.0,33550.0, 36 months,14.31,1151.72,C,C4,7 years,RENT,70000.0,Verified,debt_consolidation,CA,18.67,0.0,0.0,12.0,0.0,27524.0,62.6,30.0,Individual,0.0,0.0,690.0,694.0,Sep-1996
12200.0,12200.0, 36 months,20.99,459.58,E,E4,10+ years,RENT,45000.0,Source Verified,debt_consolidation,NY,18.69,0.0,0.0,5.0,1.0,6223.0,68.4,12.0,Individual,0.0,0.0,680.0,684.0,Feb-2005
6000.0,6000.0, 36 months,11.67,198.35,B,B4,10+ years,RENT,50000.0,Not Verified,debt_consolidation,NY,16.41,1.0,1.0,27.0,0.0,11268.0,31.2,50.0,Individual,0.0,0.0,670.0,674.0,Oct-1989
3500.0,3500.0, 36 months,7.69,109.18,A,A4,1 year,OWN,47250.0,Not Verified,credit_card,AL,23.9,0.0,0.0,5.0,0.0,3197.0,21.0,8.0,Individual,0.0,0.0,705.0,709.0,Sep-2011
28000.0,28000.0, 36 months,11.67,925.6,B,B4,5 years,MORTGAGE,110000.0,Source Verified,debt_consolidation,OH,23.01,0.0,0.0,14.0,0.0,83983.0,64.5,21.0,Individual,3.0,0.0,700.0,704.0,Dec-1992
3500.0,3500.0, 36 months,12.49,117.08,B,B5,10+ years,MORTGAGE,129770.0,Verified,home_improvement,NJ,18.62,1.0,0.0,10.0,0.0,4094.0,77.2,19.0,Individual,2.0,0.0,670.0,674.0,Dec-2000
11525.0,11525.0, 36 months,18.24,418.05,D,D5,10+ years,MORTGAGE,32000.0,Not Verified,debt_consolidation,IL,9.6,0.0,0.0,9.0,0.0,18044.0,58.8,15.0,Individual,2.0,0.0,695.0,699.0,Feb-2002
28000.0,28000.0, 36 months,12.49,936.57,B,B5,7 years,MORTGAGE,87000.0,Source Verified,debt_consolidation,MS,19.03,0.0,0.0,13.0,0.0,23117.0,64.4,21.0,Individual,4.0,0.0,695.0,699.0,Oct-1993
22000.0,22000.0, 60 months,14.49,517.51,C,C4,10+ years,RENT,82500.0,Verified,credit_card,NY,14.5,0.0,0.0,11.0,0.0,30436.0,93.1,21.0,Individual,0.0,0.0,685.0,689.0,Apr-1989
5400.0,5400.0, 36 months,12.49,180.63,B,B5,10+ years,MORTGAGE,45320.0,Not Verified,debt_consolidation,MN,26.72,0.0,0.0,17.0,0.0,14562.0,38.5,34.0,Individual,1.0,0.0,685.0,689.0,Feb-1998
3500.0,3500.0, 36 months,14.99,121.32,C,C5,5 years,MORTGAGE,61000.0,Not Verified,other,TX,23.77,0.0,1.0,22.0,0.0,16642.0,76.0,37.0,Individual,2.0,0.0,665.0,669.0,Dec-1997
15000.0,15000.0, 60 months,8.39,306.96,A,A5,9 years,MORTGAGE,60000.0,Not Verified,credit_card,CA,17.01,0.0,0.0,14.0,0.0,11721.0,25.3,19.0,Individual,1.0,0.0,745.0,749.0,Jul-2008
7000.0,7000.0, 36 months,20.2,260.86,E,E3,7 years,MORTGAGE,130000.0,Verified,vacation,AZ,26.4,1.0,6.0,23.0,0.0,17667.0,36.6,45.0,Individual,3.0,0.0,685.0,689.0,Feb-1981
10000.0,10000.0, 60 months,15.61,241.12,D,D1,< 1 year,RENT,66000.0,Source Verified,debt_consolidation,NY,23.71,0.0,0.0,10.0,1.0,3563.0,14.9,41.0,Individual,5.0,1.0,680.0,684.0,Sep-1994
8000.0,8000.0, 36 months,14.49,275.33,C,C4,2 years,RENT,30000.0,Source Verified,debt_consolidation,FL,16.52,0.0,0.0,20.0,0.0,7396.0,36.6,21.0,Individual,0.0,0.0,685.0,689.0,Oct-2009
14400.0,14400.0, 60 months,10.15,307.03,B,B2,4 years,MORTGAGE,50000.0,Not Verified,credit_card,LA,15.84,0.0,0.0,5.0,0.0,10743.0,27.5,7.0,Individual,1.0,0.0,720.0,724.0,Mar-2005
12000.0,12000.0, 36 months,14.49,413.0,C,C4,3 years,RENT,44000.0,Verified,credit_card,NY,7.99,0.0,1.0,7.0,0.0,10932.0,75.4,9.0,Individual,0.0,0.0,670.0,674.0,Mar-2008
4000.0,4000.0, 36 months,16.29,141.21,D,D2,5 years,RENT,25500.0,Not Verified,debt_consolidation,CA,21.84,0.0,0.0,8.0,0.0,6493.0,44.2,10.0,Individual,0.0,0.0,675.0,679.0,Aug-2009
5500.0,5500.0, 36 months,13.35,186.25,C,C2,2 years,RENT,26000.0,Verified,debt_consolidation,GA,13.2,0.0,3.0,16.0,0.0,5891.0,9.7,32.0,Individual,3.0,0.0,720.0,724.0,Feb-2002
16000.0,16000.0, 36 months,8.19,502.79,A,A5,10+ years,MORTGAGE,175000.0,Not Verified,credit_card,VA,15.14,0.0,0.0,12.0,0.0,145303.0,69.1,25.0,Individual,1.0,0.0,695.0,699.0,Nov-1995
16000.0,16000.0, 36 months,6.49,490.32,A,A2,3 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,MI,11.89,0.0,0.0,24.0,0.0,14601.0,37.3,39.0,Individual,3.0,0.0,725.0,729.0,Dec-2001
21000.0,21000.0, 60 months,19.99,556.26,E,E3,7 years,RENT,98000.0,Verified,debt_consolidation,NC,24.62,0.0,4.0,19.0,0.0,39808.0,78.7,33.0,Individual,0.0,0.0,680.0,684.0,Apr-1994
35000.0,35000.0, 36 months,15.61,1223.77,D,D1,7 years,MORTGAGE,125000.0,Verified,debt_consolidation,OH,35.93,0.0,1.0,16.0,0.0,60178.0,58.5,36.0,Individual,4.0,0.0,710.0,714.0,Apr-1988
12000.0,12000.0, 60 months,11.67,264.94,B,B4,10+ years,MORTGAGE,96000.0,Not Verified,debt_consolidation,WA,33.29,0.0,0.0,13.0,0.0,24587.0,71.5,21.0,Individual,3.0,0.0,690.0,694.0,Dec-1997
5900.0,5900.0, 36 months,14.49,203.06,C,C4,9 years,MORTGAGE,35000.0,Not Verified,credit_card,NJ,15.81,1.0,2.0,7.0,3.0,2336.0,56.0,15.0,Individual,1.0,0.0,680.0,684.0,Nov-1996
18000.0,18000.0, 36 months,11.67,595.03,B,B4,2 years,RENT,45000.0,Not Verified,debt_consolidation,TX,18.48,0.0,1.0,10.0,0.0,13682.0,52.4,15.0,Individual,0.0,0.0,695.0,699.0,Mar-2007
20000.0,20000.0, 36 months,6.49,612.89,A,A2,3 years,MORTGAGE,130000.0,Verified,credit_card,MA,8.35,0.0,0.0,18.0,0.0,74765.0,43.9,40.0,Individual,5.0,0.0,700.0,704.0,Sep-1991
2800.0,2800.0, 36 months,19.24,102.98,E,E2,10+ years,OWN,35000.0,Source Verified,debt_consolidation,CT,20.61,0.0,1.0,15.0,1.0,12814.0,50.8,18.0,Individual,2.0,1.0,660.0,664.0,May-2000
2200.0,2200.0, 36 months,23.43,85.66,F,F1,3 years,MORTGAGE,30000.0,Not Verified,home_improvement,AZ,16.28,0.0,0.0,8.0,0.0,11797.0,72.4,14.0,Individual,3.0,0.0,700.0,704.0,Oct-1993
8750.0,8750.0, 36 months,17.57,314.45,D,D4,10+ years,MORTGAGE,39000.0,Not Verified,debt_consolidation,CA,13.6,0.0,0.0,16.0,0.0,36045.0,38.6,38.0,Individual,3.0,0.0,680.0,684.0,Jun-1984
35000.0,35000.0, 36 months,10.49,1137.43,B,B3,10+ years,MORTGAGE,175000.0,Verified,debt_consolidation,NJ,13.29,0.0,0.0,28.0,0.0,48530.0,64.4,65.0,Individual,7.0,0.0,685.0,689.0,Oct-1986
3000.0,3000.0, 36 months,11.67,99.18,B,B4,7 years,RENT,50000.0,Not Verified,credit_card,NY,12.15,0.0,0.0,14.0,0.0,7241.0,17.0,39.0,Individual,0.0,0.0,730.0,734.0,Apr-1996
25000.0,25000.0, 36 months,8.39,787.92,A,A5,10+ years,MORTGAGE,120000.0,Source Verified,debt_consolidation,PA,11.91,0.0,1.0,23.0,0.0,28503.0,54.4,43.0,Individual,4.0,0.0,700.0,704.0,Oct-1986
11150.0,11150.0, 36 months,9.17,355.45,B,B1,10+ years,MORTGAGE,56000.0,Not Verified,debt_consolidation,WV,20.49,0.0,0.0,27.0,0.0,14461.0,57.6,65.0,Individual,1.0,0.0,680.0,684.0,Sep-2000
15000.0,15000.0, 36 months,12.49,501.74,B,B5,< 1 year,RENT,55000.0,Source Verified,credit_card,NJ,19.4,0.0,1.0,8.0,0.0,9932.0,35.3,12.0,Individual,0.0,0.0,715.0,719.0,Jun-2004
12000.0,12000.0, 36 months,7.12,371.19,A,A3,3 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,TN,27.36,0.0,1.0,22.0,1.0,14928.0,27.3,42.0,Individual,4.0,1.0,730.0,734.0,Aug-1991
12000.0,12000.0, 36 months,13.66,408.16,C,C3,9 years,RENT,86342.0,Source Verified,credit_card,CA,19.74,0.0,2.0,19.0,1.0,13535.0,75.2,53.0,Individual,4.0,1.0,660.0,664.0,May-1989
3000.0,3000.0, 36 months,10.15,97.02,B,B2,10+ years,MORTGAGE,30000.0,Not Verified,other,TN,22.64,0.0,2.0,3.0,0.0,4344.0,96.5,18.0,Individual,0.0,0.0,660.0,664.0,May-1988
8600.0,8600.0, 36 months,13.35,291.22,C,C2,10+ years,RENT,24012.0,Not Verified,debt_consolidation,WV,29.44,0.0,0.0,11.0,0.0,5552.0,20.0,20.0,Individual,0.0,0.0,730.0,734.0,Jun-2001
3000.0,3000.0, 36 months,10.99,98.21,B,B3,3 years,RENT,59000.0,Not Verified,credit_card,NC,24.81,0.0,0.0,13.0,0.0,40895.0,67.3,23.0,Individual,0.0,0.0,695.0,699.0,Jun-1988
5000.0,5000.0, 36 months,9.17,159.4,B,B1,10+ years,MORTGAGE,40000.0,Not Verified,credit_card,TX,22.11,0.0,0.0,7.0,0.0,4432.0,72.7,11.0,Individual,0.0,0.0,715.0,719.0,Jul-1995
